# Population AI	AI3,AI4,AI5,AI6,AI7,AI8
# Population FMC	FMC2,FMC3,FMC4,FMC5,FMC6,FMC7,FMC8
# Population HI	HI1,HI2,HI3,HI4,HI5,HI6,HI7,HI8
# Population PI	PI1,PI2,PI3,PI4,PI5,PI6,PI7,PI8
# Population SC	SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8
# Population SH	SH1,SH2,SH3,SH4,SH5,SH6
# Group SOUTH	AI,HI,PI
# Group NORTH	FMC,SC,SH
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
27278	C9537	6569	0.19249	0.26946	-1.00000	0.01621	0.00904	-1.00000	0.01626	0.12240	-1.00000
27284	C9537	17842	0.68009	0.27014	-1.00000	-0.01232	0.00905	-1.00000	-nan	0.12304	-1.00000
27285	C9537	18252	0.17734	0.27016	-1.00000	0.01219	0.00905	-1.00000	0.02180	0.12306	-1.00000
27290	C9537	28782	0.73383	0.27080	-1.00000	0.02381	0.00907	-1.00000	0.57402	0.12366	-1.00000
27291	C9537	28785	0.07961	0.27080	-1.00000	0.00385	0.00907	-1.00000	0.00383	0.12366	-1.00000
27316	C9545	13268	0.06538	0.08013	-1.00000	0.00230	0.00144	-1.00000	0.00394	0.00413	-1.00000
27321	C9545	23006	0.06220	0.08020	-1.00000	-0.00194	0.00144	-1.00000	0.00431	0.00413	-1.00000
27328	C9545	32218	0.12920	0.08027	-1.00000	0.00522	0.00145	-1.00000	-nan	0.00413	-1.00000
27343	C9549	13201	0.03417	0.01218	-1.00000	-0.00473	-0.00264	-1.00000	0.00078	0.00157	-1.00000
27344	C9549	13204	-0.01089	0.01218	-1.00000	-0.00045	-0.00264	-1.00000	0.00240	0.00157	-1.00000
27359	C9553	2738	-0.00404	0.15326	-1.00000	-0.00233	0.00808	-1.00000	-0.00123	0.03941	-1.00000
27360	C9553	3129	0.30694	0.15326	-1.00000	0.03611	0.00808	-1.00000	0.10133	0.03941	-1.00000
27380	C9553	28531	0.15694	0.15332	-1.00000	-0.00979	0.00791	-1.00000	0.01781	0.03921	-1.00000
27394	C9555	6671	0.41326	0.24806	-1.00000	-0.08088	-0.04855	-1.00000	0.77862	0.77862	-1.00000
27416	C9555	34414	0.00000	0.24466	-1.00000	0.00000	-0.04788	-1.00000	-nan	0.77862	-1.00000
27424	C9557	7039	-0.00835	0.15271	-1.00000	-0.00026	0.00647	-1.00000	0.00000	0.09073	-1.00000
27425	C9557	7042	-0.00000	0.15271	-1.00000	0.00193	0.00647	-1.00000	0.00192	0.09073	-1.00000
27426	C9557	13200	0.83754	0.15268	-1.00000	0.01088	0.00648	-1.00000	0.52481	0.09068	-1.00000
27430	C9557	17175	-0.00404	0.15265	-1.00000	-0.00233	0.00649	-1.00000	-0.00123	0.09065	-1.00000
27437	C9557	17733	0.09729	0.15265	-1.00000	0.02035	0.00649	-1.00000	0.01761	0.09064	-1.00000
27438	C9557	17830	0.00000	0.15265	-1.00000	0.00000	0.00649	-1.00000	-nan	0.09064	-1.00000
27449	C9557	30288	0.01584	0.15258	-1.00000	0.00258	0.00650	-1.00000	0.00428	0.09055	-1.00000
27457	C9557	37097	0.17737	0.15254	-1.00000	0.01510	0.00651	-1.00000	-nan	0.09050	-1.00000
27465	C9559	13407	0.00000	0.01772	-1.00000	0.00000	-0.01617	-1.00000	-nan	0.06171	-1.00000
27468	C9559	13750	0.07550	0.01772	-1.00000	-0.01999	-0.01617	-1.00000	-0.00097	0.06171	-1.00000
27471	C9559	18595	-0.06297	0.01770	-1.00000	-0.08624	-0.01615	-1.00000	0.45277	0.06163	-1.00000
27476	C9559	29348	-0.01321	0.01767	-1.00000	-0.00164	-0.01611	-1.00000	-0.00027	0.06147	-1.00000
27480	C9559	32664	0.03547	0.01765	-1.00000	-0.00099	-0.01609	-1.00000	0.00185	0.06142	-1.00000
27486	C9561	3400	0.00725	0.00447	-1.00000	0.00085	0.00053	-1.00000	-nan	-nan	-1.00000
27490	C9561	13937	0.00000	0.00446	-1.00000	0.00000	0.00052	-1.00000	-nan	-nan	-1.00000
27517	C9563	17153	0.28842	0.26763	-1.00000	0.05482	-0.00145	-1.00000	0.52722	0.33880	-1.00000
27528	C9563	29765	0.56551	0.26756	-1.00000	-0.07654	-0.00158	-1.00000	0.62745	0.33833	-1.00000
27529	C9563	30201	0.05839	0.26756	-1.00000	0.00263	-0.00158	-1.00000	0.00289	0.33832	-1.00000
27533	C9565	1498	0.00000	0.10878	-1.00000	0.00000	0.03397	-1.00000	0.38237	0.16755	-1.00000
27543	C9565	8675	0.24228	0.10857	-1.00000	0.07680	0.03391	-1.00000	0.08440	0.16773	-1.00000
27552	C9565	28734	0.03247	0.10797	-1.00000	0.00052	0.03374	-1.00000	0.01278	0.16822	-1.00000
27560	C9565	36941	0.15220	0.10773	-1.00000	0.04638	0.03366	-1.00000	0.39274	0.16843	-1.00000
27563	C9565	37447	0.00908	0.10772	-1.00000	0.01305	0.03366	-1.00000	-nan	0.16844	-1.00000
27565	C9567	5076	0.05839	0.11358	-1.00000	0.00263	0.03290	-1.00000	0.00289	0.04553	-1.00000
27569	C9567	9487	0.11769	0.11363	-1.00000	0.01215	0.03294	-1.00000	0.03431	0.04557	-1.00000
27571	C9567	11971	0.00590	0.11366	-1.00000	0.04376	0.03295	-1.00000	-nan	0.04559	-1.00000
27573	C9567	12837	0.08416	0.11367	-1.00000	0.00274	0.03296	-1.00000	0.02275	0.04559	-1.00000
27581	C9567	17946	0.25137	0.11373	-1.00000	0.11714	0.03300	-1.00000	0.13053	0.04564	-1.00000
27602	C9569	28956	0.05941	0.02595	-1.00000	0.00532	0.00282	-1.00000	0.00489	0.00489	-1.00000
27605	C9569	32722	-0.01651	0.02594	-1.00000	-0.00037	0.00281	-1.00000	-nan	0.00489	-1.00000
27607	C9571	3971	0.39312	0.17673	-1.00000	0.06804	0.02723	-1.00000	0.06393	0.03350	-1.00000
27609	C9571	6962	0.28771	0.17656	-1.00000	0.02862	0.02721	-1.00000	-nan	0.03347	-1.00000
27614	C9571	14921	0.03622	0.17610	-1.00000	0.00290	0.02714	-1.00000	0.00431	0.03339	-1.00000
27615	C9571	14924	0.17642	0.17610	-1.00000	0.03717	0.02714	-1.00000	0.06848	0.03339	-1.00000
27622	C9571	32574	0.00234	0.17508	-1.00000	0.00004	0.02699	-1.00000	0.00000	0.03320	-1.00000
27628	C9573	779	0.73866	0.29192	-1.00000	0.02213	0.02412	-1.00000	0.47150	0.22968	-1.00000
27652	C9573	22673	0.39678	0.28961	-1.00000	0.02263	0.02412	-1.00000	0.40918	0.22768	-1.00000
27653	C9573	23153	0.04712	0.28956	-1.00000	-0.00203	0.02412	-1.00000	-nan	0.22764	-1.00000
27654	C9573	23156	-0.03110	0.28956	-1.00000	0.00020	0.02412	-1.00000	-nan	0.22764	-1.00000
27656	C9573	25128	0.45835	0.28936	-1.00000	0.08777	0.02412	-1.00000	0.09020	0.22746	-1.00000
27661	C9573	30647	-0.00000	0.28878	-1.00000	0.00000	0.02412	-1.00000	0.00000	0.22696	-1.00000
27672	C9575	1755	0.04295	0.13832	-1.00000	-0.00017	0.01602	-1.00000	0.00149	0.01955	-1.00000
27673	C9575	1758	0.10323	0.13832	-1.00000	0.00586	0.01602	-1.00000	0.00532	0.01955	-1.00000
27675	C9575	2553	0.23387	0.13832	-1.00000	0.02345	0.01602	-1.00000	0.02372	0.01955	-1.00000
27680	C9575	6342	0.00000	0.13829	-1.00000	0.00000	0.01602	-1.00000	-nan	0.01955	-1.00000
27683	C9575	10007	0.29396	0.13826	-1.00000	0.04520	0.01602	-1.00000	0.06645	0.01955	-1.00000
27685	C9575	16383	0.18390	0.13822	-1.00000	0.02960	0.01602	-1.00000	-nan	0.01955	-1.00000
27696	C9575	23058	0.18089	0.13817	-1.00000	0.00000	0.01602	-1.00000	-nan	0.01954	-1.00000
27699	C9575	24376	0.01433	0.13816	-1.00000	0.00409	0.01602	-1.00000	0.00174	0.01954	-1.00000
27708	C9577	1891	0.00794	0.07873	-1.00000	0.00678	0.01023	-1.00000	0.34070	0.07903	-1.00000
27719	C9577	9356	0.01513	0.07886	-1.00000	0.00049	0.01025	-1.00000	-0.00000	0.07893	-1.00000
27725	C9577	11954	0.15678	0.07891	-1.00000	0.01161	0.01025	-1.00000	0.01170	0.07889	-1.00000
27728	C9577	12372	0.00007	0.07892	-1.00000	-0.00014	0.01025	-1.00000	0.00000	0.07889	-1.00000
27734	C9577	21573	0.16478	0.07909	-1.00000	0.03480	0.01027	-1.00000	0.12620	0.07876	-1.00000
27738	C9577	25633	-0.00315	0.07916	-1.00000	-0.00090	0.01028	-1.00000	-nan	0.07871	-1.00000
27747	C9577	34139	0.16837	0.07932	-1.00000	0.01523	0.01029	-1.00000	0.06025	0.07859	-1.00000
27752	C9579	204	0.28581	0.14907	-1.00000	0.03077	0.03576	-1.00000	0.04490	0.10510	-1.00000
27756	C9579	4386	0.07961	0.14906	-1.00000	0.00385	0.03577	-1.00000	0.00383	0.10518	-1.00000
27757	C9579	12268	0.08263	0.14904	-1.00000	0.01391	0.03580	-1.00000	0.03392	0.10534	-1.00000
27759	C9579	15624	-0.00835	0.14903	-1.00000	-0.00026	0.03581	-1.00000	0.00000	0.10541	-1.00000
27764	C9579	17578	0.14937	0.14902	-1.00000	0.00520	0.03581	-1.00000	0.36256	0.10545	-1.00000
27768	C9579	18176	0.22271	0.14902	-1.00000	0.07772	0.03581	-1.00000	0.07650	0.10546	-1.00000
27769	C9579	19544	0.28034	0.14901	-1.00000	0.05001	0.03582	-1.00000	-nan	0.10549	-1.00000
27775	C9579	21616	0.14950	0.14901	-1.00000	0.19115	0.03582	-1.00000	-nan	0.10553	-1.00000
27777	C9579	25303	0.32773	0.14900	-1.00000	-0.00530	0.03583	-1.00000	0.58613	0.10560	-1.00000
27778	C9579	25306	0.23819	0.14900	-1.00000	0.07600	0.03583	-1.00000	0.08251	0.10560	-1.00000
27779	C9579	27833	0.11342	0.14899	-1.00000	0.00222	0.03584	-1.00000	-nan	0.10566	-1.00000
27783	C9579	28351	-0.00127	0.14899	-1.00000	-0.00009	0.03584	-1.00000	0.00000	0.10567	-1.00000
27792	C9581	4673	0.15875	0.15330	-1.00000	0.02440	0.03172	-1.00000	0.02908	0.04980	-1.00000
27794	C9581	7962	0.07867	0.15340	-1.00000	0.00901	0.03176	-1.00000	0.00648	0.04987	-1.00000
27799	C9581	10624	0.03595	0.15349	-1.00000	-0.00602	0.03179	-1.00000	-0.00065	0.04993	-1.00000
27802	C9581	20144	0.07057	0.15380	-1.00000	-0.00174	0.03191	-1.00000	-nan	0.05015	-1.00000
27808	C9581	26202	0.39189	0.15400	-1.00000	0.12083	0.03198	-1.00000	0.16336	0.05028	-1.00000
27827	C9587	13738	0.06360	0.00407	-1.00000	-0.00389	-0.01659	-1.00000	-nan	0.22556	-1.00000
27843	C9587	37963	-0.07989	0.00350	-1.00000	-0.07810	-0.01671	-1.00000	0.74373	0.22556	-1.00000
27844	C9587	37966	-0.00835	0.00350	-1.00000	-0.00026	-0.01671	-1.00000	0.00000	0.22556	-1.00000
27849	C9589	15839	0.02438	0.00270	-1.00000	0.00100	0.00016	-1.00000	0.00210	0.00072	-1.00000
27853	C9589	23441	-0.02230	0.00269	-1.00000	-0.00075	0.00016	-1.00000	0.00000	0.00072	-1.00000
27856	C9589	24862	0.00476	0.00268	-1.00000	0.00019	0.00016	-1.00000	0.00000	0.00072	-1.00000
27873	C9593	4604	0.21876	0.21876	-1.00000	-0.01674	-0.01674	-1.00000	0.04210	0.04210	-1.00000
27907	C9595	28659	0.67379	0.67379	-1.00000	0.00000	0.00000	-1.00000	-nan	-nan	-1.00000
27914	C9597	2298	0.12215	0.11591	-1.00000	0.00757	-0.02875	-1.00000	-nan	0.12623	-1.00000
27915	C9597	2301	-0.07205	0.11591	-1.00000	-0.08227	-0.02875	-1.00000	-0.08303	0.12623	-1.00000
27916	C9597	2592	0.09509	0.11594	-1.00000	0.00612	-0.02875	-1.00000	0.00532	0.12627	-1.00000
27938	C9597	32076	0.32962	0.11836	-1.00000	-0.02323	-0.02869	-1.00000	0.46217	0.13063	-1.00000
27947	C9599	9430	-0.00506	0.09857	-1.00000	-0.00010	0.00399	-1.00000	0.00000	0.00898	-1.00000
27948	C9599	10695	0.15780	0.09856	-1.00000	0.01736	0.00399	-1.00000	0.02011	0.00898	-1.00000
27954	C9599	16710	0.14363	0.09849	-1.00000	-0.01029	0.00398	-1.00000	0.01507	0.00897	-1.00000
27955	C9599	16713	0.21784	0.09849	-1.00000	0.01500	0.00398	-1.00000	-nan	0.00897	-1.00000
27961	C9599	32190	-0.00725	0.09830	-1.00000	-0.00029	0.00396	-1.00000	0.00000	0.00894	-1.00000
27986	C9601	13622	-0.00725	0.10923	-1.00000	-0.00029	-0.01602	-1.00000	0.00000	0.07839	-1.00000
27992	C9601	18762	0.03518	0.10954	-1.00000	0.00299	-0.01600	-1.00000	-nan	0.07848	-1.00000
27993	C9601	18883	-0.08087	0.10955	-1.00000	-0.09214	-0.01600	-1.00000	-0.05888	0.07848	-1.00000
27996	C9601	21164	-0.05179	0.10969	-1.00000	-0.01259	-0.01598	-1.00000	0.60438	0.07852	-1.00000
28002	C9601	26098	0.19631	0.10998	-1.00000	-0.00355	-0.01596	-1.00000	0.03174	0.07860	-1.00000
28015	C9601	36442	0.42070	0.11061	-1.00000	0.01725	-0.01590	-1.00000	0.14138	0.07877	-1.00000
28024	C9603	8376	-0.00887	0.01484	-1.00000	-0.00220	-0.00175	-1.00000	-0.00054	0.13445	-1.00000
28031	C9603	28067	0.02265	0.01506	-1.00000	-0.00244	-0.00174	-1.00000	0.00345	0.13610	-1.00000
28035	C9603	35635	0.04527	0.01515	-1.00000	0.00004	-0.00174	-1.00000	0.56384	0.13673	-1.00000
28039	C9605	765	0.01174	-0.00952	-1.00000	0.00050	-0.02589	-1.00000	0.00000	0.15161	-1.00000
28040	C9605	1655	-0.04568	-0.00952	-1.00000	-0.08001	-0.02589	-1.00000	0.36490	0.15162	-1.00000
28051	C9605	19403	0.00000	-0.00950	-1.00000	0.00000	-0.02582	-1.00000	-nan	0.15168	-1.00000
28070	C9607	13707	0.15076	0.08342	-1.00000	0.03935	0.01432	-1.00000	0.03685	0.01367	-1.00000
28074	C9607	20319	0.10323	0.08332	-1.00000	0.00586	0.01429	-1.00000	0.00532	0.01364	-1.00000
28076	C9607	26822	-0.00404	0.08322	-1.00000	-0.00233	0.01426	-1.00000	-0.00123	0.01362	-1.00000
28084	C9609	2727	0.00234	0.18755	-1.00000	0.00197	0.02613	-1.00000	0.00192	0.17098	-1.00000
28087	C9609	3481	0.07093	0.18758	-1.00000	0.07775	0.02613	-1.00000	0.87757	0.17099	-1.00000
28091	C9609	12410	0.05138	0.18800	-1.00000	0.00005	0.02616	-1.00000	0.00264	0.17105	-1.00000
28095	C9609	16133	0.55014	0.18817	-1.00000	0.06336	0.02617	-1.00000	0.32095	0.17107	-1.00000
28114	C9611	163	0.68495	0.22961	-1.00000	-0.01198	0.00711	-1.00000	0.46827	0.13741	-1.00000
28123	C9611	20873	0.14427	0.22670	-1.00000	0.03066	0.00719	-1.00000	0.04321	0.13516	-1.00000
28134	C9611	31050	0.01336	0.22529	-1.00000	0.00079	0.00722	-1.00000	-0.00000	0.13406	-1.00000
28137	C9611	32640	-0.04685	0.22507	-1.00000	-0.00128	0.00723	-1.00000	-nan	0.13389	-1.00000
28140	C9611	34206	0.14854	0.22485	-1.00000	0.01009	0.00723	-1.00000	0.02169	0.13372	-1.00000
28176	C9613	30278	0.05209	0.17195	-1.00000	-0.00167	0.01991	-1.00000	0.00247	0.02901	-1.00000
28177	C9613	39264	0.28073	0.17216	-1.00000	0.03948	0.01994	-1.00000	0.05310	0.02906	-1.00000
28190	C9615	18152	0.28312	0.14522	-1.00000	0.09019	0.00932	-1.00000	0.20206	0.14860	-1.00000
28198	C9615	23234	-0.09383	0.14521	-1.00000	-0.10992	0.00931	-1.00000	0.53523	0.14852	-1.00000
28199	C9615	23237	0.04295	0.14521	-1.00000	-0.00017	0.00931	-1.00000	0.00149	0.14852	-1.00000
28203	C9615	26524	0.17126	0.14521	-1.00000	-0.01453	0.00930	-1.00000	-nan	0.14846	-1.00000
28212	C9615	33317	0.36913	0.14520	-1.00000	0.03012	0.00928	-1.00000	0.18728	0.14836	-1.00000
28219	C9615	34843	0.00234	0.14520	-1.00000	0.00004	0.00927	-1.00000	0.00000	0.14833	-1.00000
28228	C9617	11884	0.13886	0.05236	-1.00000	-0.00724	0.00227	-1.00000	-nan	0.00309	-1.00000
28234	C9617	21627	0.08725	0.05218	-1.00000	0.00793	0.00228	-1.00000	0.00914	0.00308	-1.00000
28242	C9617	33583	0.07879	0.05195	-1.00000	0.01101	0.00229	-1.00000	-nan	0.00306	-1.00000
28244	C9617	34115	-0.01071	0.05194	-1.00000	-0.00031	0.00229	-1.00000	0.00000	0.00306	-1.00000
28245	C9617	34118	-0.00835	0.05194	-1.00000	-0.00026	0.00229	-1.00000	0.00000	0.00306	-1.00000
28258	C9619	7660	0.05839	0.26251	-1.00000	0.00263	-0.00040	-1.00000	0.00289	0.07916	-1.00000
28260	C9619	12971	0.94228	0.26217	-1.00000	0.00584	-0.00041	-1.00000	-nan	0.07925	-1.00000
28263	C9619	15607	0.85507	0.26201	-1.00000	-0.01917	-0.00041	-1.00000	-nan	0.07930	-1.00000
28264	C9619	15610	-0.03181	0.26201	-1.00000	-0.00056	-0.00041	-1.00000	-0.00054	0.07930	-1.00000
28280	C9619	26351	0.00000	0.26132	-1.00000	0.00000	-0.00041	-1.00000	0.86571	0.07948	-1.00000
28292	C9619	40116	0.01289	0.26044	-1.00000	0.00033	-0.00041	-1.00000	0.00000	0.07971	-1.00000
28297	C9623	4738	0.00000	0.09384	-1.00000	0.00000	0.01065	-1.00000	-nan	0.08427	-1.00000
28301	C9623	7410	0.09182	0.09385	-1.00000	0.02000	0.01066	-1.00000	0.02895	0.08432	-1.00000
28306	C9623	11783	0.10918	0.09387	-1.00000	-0.00757	0.01067	-1.00000	0.01466	0.08442	-1.00000
28315	C9623	26897	0.06693	0.09396	-1.00000	0.00611	0.01069	-1.00000	0.00581	0.08475	-1.00000
28319	C9623	29724	0.25448	0.09397	-1.00000	0.04491	0.01070	-1.00000	0.42443	0.08482	-1.00000
28323	C9623	33467	0.01513	0.09399	-1.00000	0.00049	0.01071	-1.00000	-0.00000	0.08490	-1.00000
28338	C9625	19792	-0.01071	-0.01071	-1.00000	-0.00031	-0.00031	-1.00000	0.00000	0.00000	-1.00000
28350	C9627	8547	0.27676	0.10679	-1.00000	0.07349	0.02621	-1.00000	0.07770	0.02977	-1.00000
28351	C9627	9430	0.01174	0.10679	-1.00000	0.00916	0.02621	-1.00000	0.00820	0.02977	-1.00000
28352	C9627	9433	0.05839	0.10679	-1.00000	0.00263	0.02621	-1.00000	0.00289	0.02977	-1.00000
28355	C9627	23435	-0.00000	0.10668	-1.00000	0.00000	0.02618	-1.00000	-nan	0.02976	-1.00000
28364	C9631	8377	0.01406	0.25787	-1.00000	0.00053	0.00896	-1.00000	0.00000	0.19494	-1.00000
28367	C9631	8805	0.00000	0.25783	-1.00000	0.00000	0.00896	-1.00000	-nan	0.19491	-1.00000
28373	C9631	10592	0.97760	0.25771	-1.00000	0.00049	0.00895	-1.00000	0.60000	0.19482	-1.00000
28375	C9631	11118	-0.02046	0.25767	-1.00000	-0.00061	0.00895	-1.00000	0.00000	0.19480	-1.00000
28376	C9631	11121	0.45409	0.25767	-1.00000	0.10948	0.00895	-1.00000	0.53125	0.19480	-1.00000
28377	C9631	11367	0.07254	0.25765	-1.00000	0.00162	0.00895	-1.00000	0.00555	0.19479	-1.00000
28380	C9631	13247	0.72869	0.25752	-1.00000	-0.01057	0.00894	-1.00000	0.39130	0.19469	-1.00000
28396	C9631	36517	0.07230	0.25585	-1.00000	-0.00525	0.00884	-1.00000	0.03226	0.19351	-1.00000
28397	C9631	37191	-0.00000	0.25580	-1.00000	0.00000	0.00884	-1.00000	-nan	0.19347	-1.00000
28401	C9631	39795	-0.00614	0.25561	-1.00000	-0.00318	0.00883	-1.00000	-0.00123	0.19334	-1.00000
28414	C9635	20405	0.07961	0.04201	-1.00000	0.00385	0.00215	-1.00000	0.00383	0.07348	-1.00000
28419	C9635	22996	-0.00725	0.04200	-1.00000	-0.00029	0.00214	-1.00000	0.00000	0.07346	-1.00000
28420	C9635	22999	0.16942	0.04200	-1.00000	0.00852	0.00214	-1.00000	0.44157	0.07346	-1.00000
28422	C9635	23598	0.00340	0.04199	-1.00000	0.00024	0.00214	-1.00000	-0.00036	0.07346	-1.00000
28428	C9635	34517	-0.00835	0.04192	-1.00000	-0.00026	0.00214	-1.00000	0.00000	0.07339	-1.00000
28450	C9639	8983	-0.00725	0.14141	-1.00000	-0.00029	0.02013	-1.00000	0.00000	0.06408	-1.00000
28455	C9639	10415	0.07107	0.14142	-1.00000	-0.00071	0.02013	-1.00000	0.00443	0.06406	-1.00000
28456	C9639	12775	0.05569	0.14144	-1.00000	0.01176	0.02013	-1.00000	0.00987	0.06403	-1.00000
28458	C9639	13690	0.00000	0.14145	-1.00000	0.00000	0.02013	-1.00000	-nan	0.06402	-1.00000
28466	C9639	15241	0.66389	0.14146	-1.00000	0.14380	0.02013	-1.00000	0.71760	0.06400	-1.00000
28475	C9639	22878	0.07723	0.14152	-1.00000	0.00478	0.02013	-1.00000	0.00588	0.06391	-1.00000
28483	C9639	24184	0.06043	0.14153	-1.00000	0.00247	0.02013	-1.00000	0.00289	0.06389	-1.00000
28491	C9639	29300	0.12197	0.14157	-1.00000	0.01237	0.02014	-1.00000	0.01055	0.06383	-1.00000
28501	C9639	30384	-0.09375	0.14158	-1.00000	0.00000	0.02014	-1.00000	0.41613	0.06382	-1.00000
28505	C9639	30787	0.21618	0.14158	-1.00000	-0.00082	0.02014	-1.00000	0.04280	0.06381	-1.00000
28506	C9639	30790	0.25200	0.14158	-1.00000	0.00000	0.02014	-1.00000	-nan	0.06381	-1.00000
28510	C9639	32720	0.67638	0.14160	-1.00000	0.14214	0.02014	-1.00000	-nan	0.06379	-1.00000
28512	C9639	38289	0.07383	0.14164	-1.00000	0.00653	0.02014	-1.00000	0.00447	0.06372	-1.00000
28515	C9639	39895	-0.00835	0.14165	-1.00000	-0.00026	0.02014	-1.00000	0.00000	0.06370	-1.00000
28523	C9641	6279	0.51782	0.28522	-1.00000	-0.01069	0.00130	-1.00000	0.63040	0.25817	-1.00000
28526	C9641	10701	0.86184	0.28443	-1.00000	0.00636	0.00130	-1.00000	0.53539	0.25742	-1.00000
28535	C9641	28397	0.00824	0.28125	-1.00000	0.00045	0.00132	-1.00000	-nan	0.25443	-1.00000
28540	C9641	32062	-0.00835	0.28059	-1.00000	-0.00026	0.00133	-1.00000	0.00000	0.25381	-1.00000
28544	C9641	39854	0.03614	0.27919	-1.00000	0.00563	0.00134	-1.00000	0.00589	0.25249	-1.00000
28546	C9645	7304	0.27949	0.08086	-1.00000	0.03436	0.01005	-1.00000	0.07562	0.07518	-1.00000
28547	C9645	7992	0.16184	0.08082	-1.00000	0.03478	0.01004	-1.00000	0.05482	0.07519	-1.00000
28557	C9645	17354	0.00000	0.08032	-1.00000	0.00000	0.00996	-1.00000	-nan	0.07527	-1.00000
28559	C9645	18015	-0.00765	0.08028	-1.00000	-0.01167	0.00995	-1.00000	-nan	0.07528	-1.00000
28575	C9645	37370	0.01406	0.07925	-1.00000	0.00053	0.00978	-1.00000	0.00000	0.07546	-1.00000
28576	C9645	38784	-0.01071	0.07918	-1.00000	-0.00031	0.00977	-1.00000	0.00000	0.07547	-1.00000
28577	C9645	41275	0.06146	0.07904	-1.00000	-0.00027	0.00975	-1.00000	0.01085	0.07549	-1.00000
28578	C9645	41374	0.00000	0.07904	-1.00000	0.00000	0.00974	-1.00000	0.63771	0.07550	-1.00000
28583	C9649	10639	0.12086	0.08973	-1.00000	0.00569	0.00731	-1.00000	0.01689	0.01177	-1.00000
28586	C9649	14032	0.12536	0.08966	-1.00000	0.01532	0.00731	-1.00000	-nan	0.01176	-1.00000
28591	C9649	24674	0.10599	0.08944	-1.00000	0.00908	0.00729	-1.00000	0.01866	0.01173	-1.00000
28597	C9649	38129	0.01406	0.08916	-1.00000	0.00053	0.00727	-1.00000	0.00000	0.01168	-1.00000
28609	C9651	19066	-0.00725	0.04533	-1.00000	-0.00029	0.00058	-1.00000	0.00000	0.00681	-1.00000
28616	C9651	29030	0.05138	0.04541	-1.00000	0.00005	0.00058	-1.00000	0.00264	0.00682	-1.00000
28618	C9651	29036	0.05138	0.04541	-1.00000	0.00005	0.00058	-1.00000	0.00264	0.00682	-1.00000
28619	C9651	29039	-0.00725	0.04541	-1.00000	-0.00029	0.00058	-1.00000	0.00000	0.00682	-1.00000
28620	C9651	31661	0.05976	0.04543	-1.00000	0.01101	0.00058	-1.00000	0.02104	0.00683	-1.00000
28628	C9651	38108	0.16998	0.04548	-1.00000	-0.00438	0.00058	-1.00000	0.02318	0.00683	-1.00000
28629	C9651	39571	0.00022	0.04549	-1.00000	-0.00186	0.00058	-1.00000	-0.00140	0.00684	-1.00000
28634	C9653	957	0.04679	0.07482	-1.00000	0.08367	0.01766	-1.00000	-nan	0.29787	-1.00000
28636	C9653	4338	0.06699	0.07475	-1.00000	0.02074	0.01762	-1.00000	-nan	0.29814	-1.00000
28639	C9653	4701	0.16080	0.07474	-1.00000	0.00811	0.01761	-1.00000	-nan	0.29817	-1.00000
28643	C9653	10961	0.32773	0.07461	-1.00000	0.00000	0.01753	-1.00000	-nan	0.29867	-1.00000
28647	C9653	23874	0.12161	0.07434	-1.00000	0.01470	0.01735	-1.00000	0.01542	0.29971	-1.00000
28648	C9653	24196	-0.02524	0.07433	-1.00000	0.00161	0.01735	-1.00000	-nan	0.29974	-1.00000
28656	C9653	34828	-0.03921	0.07410	-1.00000	-0.02947	0.01721	-1.00000	0.69479	0.30059	-1.00000
28659	C9655	7349	-0.02095	0.08547	-1.00000	-0.00080	0.00347	-1.00000	0.00000	0.02147	-1.00000
28663	C9655	12335	0.26927	0.08534	-1.00000	0.00952	0.00347	-1.00000	0.05964	0.02145	-1.00000
28675	C9655	34325	-0.00835	0.08480	-1.00000	0.00105	0.00346	-1.00000	0.00145	0.02133	-1.00000
28685	C9659	10809	0.03625	-0.00237	-1.00000	0.00099	-0.00106	-1.00000	0.00229	0.03189	-1.00000
28686	C9659	11175	-0.01301	-0.00237	-1.00000	-0.00313	-0.00106	-1.00000	0.00440	0.03189	-1.00000
28690	C9659	15293	-0.00835	-0.00238	-1.00000	-0.00136	-0.00106	-1.00000	-0.00027	0.03191	-1.00000
28692	C9659	16522	-0.07280	-0.00238	-1.00000	0.00000	-0.00106	-1.00000	0.32634	0.03192	-1.00000
28709	C9661	4408	0.11504	0.00963	-1.00000	-0.00823	-0.03046	-1.00000	0.01957	-0.01989	-1.00000
28716	C9661	26182	-0.00835	0.00863	-1.00000	-0.00026	-0.03079	-1.00000	0.00000	-0.02036	-1.00000
28721	C9661	36075	-0.07692	0.00818	-1.00000	-0.08395	-0.03093	-1.00000	-0.07989	-0.02057	-1.00000
28724	C9663	1014	-0.09544	0.24099	-1.00000	-0.11178	0.07362	-1.00000	0.38215	0.14703	-1.00000
28726	C9663	1290	0.09178	0.24102	-1.00000	0.04075	0.07363	-1.00000	0.06451	0.14704	-1.00000
28727	C9663	3174	0.00105	0.24125	-1.00000	-0.00428	0.07370	-1.00000	0.00547	0.14712	-1.00000
